d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica,dentro_cuenca,scian_3,scian_4,scian_6,actividad_lavanderia_tintoreria,actividad_acabado_textil,actividad_confeccion,actividad_fabricacion_telas,actividad_tejido_hilado,actividad_bordado_deshilado,senal_pantalon,senal_mezclilla_o_pantalon,universo_conceptual
11412288,21134315229002301000000000U7,TALLER DE BORDADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,ZAPOTITLAN,PRIVADA,ZAPOTITLAN,PRIVADA,NINGUNO,OTRO(ESPECIFIQUE),BARRANCO,,SN,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74116,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,003A,045,2481654662,,,Fijo,19.32938788,-98.4997386,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11305942,21132314991000282000000000U1,TALLER DE BORDADO,,314991,"Confección, bordado y deshilado de productos textiles",6 a 10 personas,CALLE,TLAXCALA,CALLE,ITURBIDE,CALLE,CHIHUAHUA,CALLE,TABASCO,,SN,,,,,COLONIA,TLANALAPAN,,,,74122,21,PUEBLA,132,San Martín Texmelucan,0013,San Rafael Tlanalapan,0459,002,,,,Fijo,19.28613256,-98.46770752,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10458121,21134314991000282000000000U7,TALLER DE BORDADO,,314991,"Confección, bordado y deshilado de productos textiles",6 a 10 personas,CALLE,CONCEPCION,CALLE,GUADALUPE,CALLE,CALLE DE LA CAMPANA,CALLE,BARRANCO,308,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,003A,002,2481032739,,,Fijo,19.32715707,-98.49961152,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10858004,21041314991000112000000000U3,TALLER DE BORDADO BRANGSA,,314991,"Confección, bordado y deshilado de productos textiles",6 a 10 personas,PRIVADA,ADOLFO LOPEZ MATEOS,CALLE,ADOLFO LOPEZ MATEOS,PRIVADA,BENITO JUAREZ,CALLE,RIO ATOYAC,,SN,,,,,LOCALIDAD,SAN LORENZO ALMECATLA,,,,72710,21,PUEBLA,041,Cuautlancingo,0012,San Lorenzo Almecatla,0185,037,,,,Fijo,19.1469548,-98.23534108,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
8118985,21041314991000091000000000U9,TALLER DE BORDADO GARCIA,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CAMINO REAL,PRIVADA,NINGUNO,PRIVADA,BALSAS,CALLE,RIO FRIO,,SN,,,,,LOCALIDAD,SAN LORENZO ALMECATLA,,,,72710,21,PUEBLA,041,Cuautlancingo,0012,San Lorenzo Almecatla,019A,014,,,,Fijo,19.14223101,-98.24382842,2019-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10114256,21119314991000051000000000U7,TALLER DE BORDADO LLACA TEXTIL,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,AUTOPISTA PUEBLA ATLIXCO,AVENIDA,ZETA DEL COCHERO,CALLE,AUTOPISTA PUEBLA-ATLIXCO,AVENIDA,ZETA DEL COCHERO,403,,,1,,,COLONIA,RESERVA TERRITORIAL ATLIXCAYOTL,CENTRO Y PLAZA COMERCIAL,PALMAS PLAZA,SN,72810,21,PUEBLA,119,San Andrés Cholula,0013,San Bernardino Tlaxcalancingo,0601,028,2227475874,CARRITOPALMASLLACA@GMAIL.COM,,Semifijo,19.02756896,-98.23168846,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3328710,21034314991000041000000000U9,TALLER DE BORDADO RAFA,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,MIGUEL HIDALGO,AVENIDA,BENITO JUAREZ,PRIVADA,NINGUNO,AVENIDA,MARIANO MATAMOROS,,SN,,,,,LOCALIDAD,SAN ANTONIO MIHUACAN,,,,72670,21,PUEBLA,034,Coronango,0002,San Antonio Mihuacán,0091,006,2222790544,,,Fijo,19.15142225,-98.30736135,2014-12,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
8105878,21041314991000071000000000U1,TALLER DE BORDADOS SIN NOMBRE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,TORRECILLAS,PRIVADA,TARGUEZA,PRIVADA,NINGUNO,CALLE,XALALTE,6,C,,,,,COLONIA,LA JOYA,,,,72700,21,PUEBLA,041,Cuautlancingo,0004,La Trinidad Chautenco,0325,016,,,,Fijo,19.08264351,-98.26096113,2019-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10302542,21114314993000431000000000U8,TALLER DE BORRA GRANILLO,,314993,Fabricación de productos textiles reciclados,0 a 5 personas,CALLE,EUCALIPTO,CALLE,CEDRO VIEJO,CALLE,CIPRES,CALLE,CEDRO VIEJO,,SN,,,,,BARRIO,MARIA AUXILIADORA,,,,72960,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,2156,012,,,,Fijo,18.95787367,-98.16677982,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314993,False,False,False,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11435260,21180315121001002000000000U4,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,CALLE,BAJA CALIFORNIA,AVENIDA,PUEBLA,CALLE,OAXACA,AVENIDA,PUEBLA,,SN,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,027,,,,Fijo,19.29388711,-98.5594841,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11548815,21180315121000942000000000U2,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,AVENIDA,MICHOACAN,CALLE,HIDALGO,CALLE,JALISCO,AVENIDA,COLIMA,,SN,,,7,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,030,2481505791,,,Fijo,19.29472471,-98.5524774,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11383407,21180315121000511000000000U5,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,CALLE,NUEVA,PRIVADA,NINGUNO,CALLE,CHIHUAHUA,AVENIDA,MEXICO,5,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,003,2482688658,,,Fijo,19.2892048,-98.56500467,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11189833,21180315121001042000000000U0,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,CALLE,MONTERREY,CALLE,CHIHUAHUA,CALLE,BAJA CALIFORNIA SUR,CALLE,BUENA VISTA,12,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,010,2481704548,,,Fijo,19.28846028,-98.56576834,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3320721,21180315110000321010000000U2,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,CALLE,NUEVO LEON,CALLE,CAMPECHE,AVENIDA,PUEBLA,CALLE,GUERRERO,11,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,014,2481821403,,,Fijo,19.29264716,-98.5624857,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3320874,21180811191000101021000000U7,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,AVENIDA,MEXICO,CALLE,SAN LUIS POTOSI,CALLE,DURANGO,CALLE,NUEVA,,SN,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,012,2482286843,,,Fijo,19.29282394,-98.55351753,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10183341,21180315121000992000000000U7,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,AVENIDA,COLIMA,CALLE,HIDALGO,CALLE,JALISCO,AVENIDA,YUCATAN,12,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,019,2481000836,,,Fijo,19.29560054,-98.55323754,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11352303,21180315121000771000000000U5,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,MEXICO,CALLE,JALISCO,CALLE,DURANGO,AVENIDA,PUEBLA,2,C,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,011,2481224314,,,Fijo,19.29270712,-98.55507628,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10832710,21180315121000631000000000U1,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,CALLE,NUEVO LEON,AVENIDA,PUEBLA,AVENIDA,MEXICO,CALLE,GUERRERO,37,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,015,2481658899,,,Fijo,19.29180425,-98.5624281,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
9884098,21180315121001132000000000U9,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,AVENIDA,MEXICO,CALLE,GUERRERO,CALLE,NUEVO LEON,AVENIDA,PUEBLA,30,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,015,2481079352,,,Fijo,19.29152923,-98.56219665,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11631890,21180315121000791000000000U3,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,PUEBLA,CALLE,GUERRERO,CALLE,NUEVO LEON,CALLE,CAMPECHE,,SN,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,014,2481012560,,,Fijo,19.29245656,-98.56163849,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10302559,21180315121000671000000000U7,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,MICHOACAN,CALLE,HIDALGO,CALLE,JALISCO,AVENIDA,COLIMA,,SN,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,030,2482414862,,,Fijo,19.29459371,-98.55372198,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11693158,21180315121000111000000000U4,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,CALLE,NUEVA,CALLE,ATLIXCO,CALLE,NUEVO LEON,CALLE,NINGUNO,,SN,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,017,5562149074,,,Fijo,19.28965156,-98.56207269,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10899970,21180315121000022000000000U3,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,CALLE,NUEVA,CALLE,NAYARIT,CALLE,NINGUNO,CALLE,GUADALAJARA,306,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,039,2481374040,,,Fijo,19.28981581,-98.56036095,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3320723,21180315110000281011000000U8,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,CALLE,5 DE MAYO,AVENIDA,AVENIDA DEL TRABAJO,CALLE,8 DE DICIEMBRE,CALLE,BENITO JUAREZ,7,,,,,,LOCALIDAD,SANTA MARIA TEXMELUCAN,,,,74108,21,PUEBLA,180,Tlahuapan,0018,Santa María Texmelucan,0206,026,2482670931,,,Fijo,19.29205704,-98.53777703,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11473147,21180315121000922000000000U4,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,CALLE,CHIHUAHUA,CALLE,NUEVA,PRIVADA,NINGUNO,CALLE,MORELOS,13,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,003,2482666206,,,Fijo,19.28959165,-98.56514509,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10899776,21180315121000352000000000U4,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,AVENIDA,PUEBLA,CALLE,GUERRERO,CALLE,NUEVO LEON,CALLE,CAMPECHE,29,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,014,,,,Fijo,19.29247068,-98.56153446,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11052623,21180315121000702000000000U0,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,CALLE,NUEVA,CALLE,NUEVO LEON,CALLE,MORELOS,CALLE,TLAXCALA,12,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,002,2481221045,,,Fijo,19.28944074,-98.56317521,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10706547,21180315121001122000000000U0,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,PRIVADA,NINGUNO,CALLE,CHIHUAHUA,CALLE,MORELOS,OTRO(ESPECIFIQUE),NINGUNO,4,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0189,009,2482027681,,,Fijo,19.28905209,-98.56421084,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10238101,21180315121000541000000000U2,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,MEXICO,PRIVADA,TABASCO,CALLE,HIDALGO,AVENIDA,MICHOACAN,201,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74108,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,028,5562574708,,,Fijo,19.29297185,-98.54946745,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10313421,21180315121000961000000000U2,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,MICHOACAN,CALLE,JALISCO,CALLE,DURANGO,AVENIDA,COLIMA,5,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,020,2481844131,,,Fijo,19.29447612,-98.55455508,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10814800,21180315121000341000000000U7,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,PUEBLA,CALLE,DURANGO,CALLE,VERACRUZ,AVENIDA,MEXICO,44,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,010,2481064522,,,Fijo,19.29334477,-98.55551855,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10908289,21180315121000581000000000U8,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,COLIMA,CALLE,JALISCO,CALLE,DURANGO,AVENIDA,MICHOACAN,35,2,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,020,2482089790,,,Fijo,19.29526687,-98.55506023,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11030788,21180315121000721000000000U0,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,CALLE,DURANGO,AVENIDA,YUCATAN,AVENIDA,COLIMA,CALLE,JALISCO,,SN,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,008,2481715633,,,Fijo,19.29556643,-98.55571312,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11201502,21180315121000391000000000U2,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,COLIMA,PRIVADA,NINGUNO,CALLE,HIDALGO,AVENIDA,MICHOACAN,17,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,030,2482264369,,,Fijo,19.29558418,-98.55297999,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10022875,21180315121000131000000000U2,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,OTRO(ESPECIFIQUE),NINGUNO,AVENIDA,MICHOACAN,AVENIDA,MEXICO,AVENIDA,MICHOACAN,6,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74108,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,028,2481273374,ANGELALBERTOHERNANDEZ850@GMAIL.COM,,Fijo,19.2935477,-98.54863832,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3320866,21180315110000391011000000U5,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,6 a 10 personas,PRIVADA,TABASCO,AVENIDA,MICHOACAN,AVENIDA,MEXICO,AVENIDA,MICHOACAN,94,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74108,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,0174,028,2481231916,,,Fijo,19.29310235,-98.54847106,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10923053,21180315121000261000000000U7,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,CALLE,DURANGO,CALLE,COLIMA,AVENIDA,PUEBLA,PRIVADA,NINGUNO,,SN,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,009,5568728543,,,Fijo,19.29447711,-98.55560673,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11258347,21180315121000731000000000U9,TALLER DE CALCETIN,,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,AVENIDA,COLIMA,CALLE,HIDALGO,CALLE,JALISCO,AVENIDA,YUCATAN,11,,,,,,LOCALIDAD,SAN RAFAEL IXTAPALUCAN,,,,74100,21,PUEBLA,180,Tlahuapan,0015,San Rafael Ixtapalucan,016A,019,2481038191,,,Fijo,19.29558471,-98.5533239,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
